1	57	0	1	1
1	55	0	1	1
1	48	0	1	1
2	71	1	1	3
2	44	0	2	2
2	59	1	2	4
2	52	0	2	2
3	48	0	1	1
3	62	0	1	1
3	63	1	1	3
4	50	0	1	1
4	58	1	1	3
4	57	0	1	1
4	53	0	1	1
4	42	0	1	1
5	45	0	1	1
5	66	0	1	1
6	80	1	1	3
6	75	0	1	1
6	51	0	1	1
6	63	0	1	1
6	42	0	1	1
7	62	0	1	1
7	73	0	1	1
7	71	0	1	1
7	65	0	1	1
8	60	0	1	1
8	57	0	1	1
9	69	1	1	3
9	50	0	1	1
9	70	0	1	1
9	68	0	1	1
9	66	1	1	3
9	59	0	1	1
10	64	0	1	1
10	62	1	1	3
10	50	1	1	3
11	60	0	1	1
11	49	0	1	1
11	65	0	1	1
11	44	0	1	1
11	68	1	1	3
11	80	0	1	1
11	65	1	1	3
11	70	0	1	1
11	59	1	1	3
12	57	0	2	2
12	53	0	1	1
13	56	0	1	1
13	59	1	1	3
13	59	0	1	1
14	52	0	1	1
15	66	0	1	1
15	79	1	2	4
15	46	0	1	1
15	49	0	1	1
16	56	0	2	2
16	39	0	1	1
16	64	0	1	1
16	53	1	1	3
17	64	0	1	1
17	65	0	1	1
17	69	1	1	3
17	53	0	1	1
17	49	1	1	3
18	64	0	1	1
18	64	1	1	3
18	86	0	1	1
19	57	0	2	2
19	49	0	1	1
19	61	1	1	3
20	51	0	2	2
20	87	0	1	1
20	70	1	1	3
20	64	0	1	1
20	54	1	1	3
21	48	0	1	1
21	50	0	1	1
21	53	0	1	1
22	66	0	1	1
22	62	0	1	1
22	57	0	1	1
22	70	0	1	1
23	79	1	1	3
23	64	0	1	1
23	61	0	1	1
24	63	1	1	3
24	64	0	1	1
25	71	1	1	3
25	60	0	1	1
26	59	0	1	1
26	61	0	1	1
26	51	1	2	4
27	63	1	1	3
27	45	0	1	1
27	71	0	2	2
28	57	0	1	1
28	51	0	1	1
28	52	0	1	1
28	37	0	1	1
29	90	0	1	1
29	64	0	1	1
29	45	0	1	1
29	69	0	1	1
29	46	0	1	1
30	50	0	1	1
30	77	0	1	1
31	64	1	1	3
31	47	0	1	1
31	57	0	1	1
31	88	0	1	1
31	66	1	1	3
32	90	0	1	1
32	70	0	1	1
32	40	1	1	3
32	67	0	1	1
33	87	0	2	2
33	54	1	1	3
34	50	0	1	1
34	51	0	2	2
34	103	0	2	2
34	65	0	1	1
34	27	0	1	1
35	41	1	1	3
35	86	0	1	1
35	63	0	1	1
35	48	0	1	1
35	98	1	1	3
36	52	0	1	1
36	32	0	2	2
36	38	1	2	4
36	42	1	1	3
36	59	0	1	1
36	67	0	1	1
36	80	0	1	1
37	60	0	1	1
37	40	0	1	1
37	56	0	1	1
38	78	0	1	1
38	61	0	1	1
38	92	0	2	2
39	30	0	2	2
40	58	0	1	1
40	66	1	1	3
40	90	0	1	1
40	47	1	1	3
41	40	0	1	1
41	38	0	1	1
41	85	1	1	3
41	68	0	1	1
42	61	1	2	4
42	59	1	1	3
42	61	0	1	1
43	41	0	2	2
43	86	1	2	4
44	36	0	1	1
44	43	1	1	3
44	63	0	1	1
45	80	0	1	1
45	87	0	1	1
45	52	1	1	3
46	29	0	1	1
46	66	1	1	3
46	40	0	2	2
46	56	0	1	1
47	83	0	1	1
47	60	1	1	3
47	49	0	1	1
48	84	1	1	3
48	97	0	1	1
49	95	1	1	3
49	81	0	1	1
49	44	0	2	2
49	68	0	1	1
49	61	0	1	1
50	103	0	2	2
50	27	0	2	2
50	69	0	1	1
50	33	0	1	1
51	57	0	1	1
51	59	0	1	1
52	61	0	1	1
52	51	1	1	3
52	63	1	1	3
52	45	1	1	3
53	71	0	2	2
53	57	0	1	1
53	51	1	1	3
53	52	0	2	2
53	37	1	2	4
54	90	0	1	1
54	64	0	1	1
54	45	0	1	1
54	69	0	1	1
54	46	0	1	1
55	50	0	1	1
55	77	0	1	1
55	64	0	1	1
56	47	1	1	3
56	57	0	1	1
56	88	1	1	3
57	66	1	1	3
58	90	0	1	1
58	70	0	1	1
58	40	1	1	3
58	67	0	1	1
59	87	0	1	1
59	54	0	1	1
59	50	0	1	1
59	51	0	1	1
60	103	0	2	2
60	65	0	1	1
60	27	1	1	3
61	41	1	1	3
61	86	0	1	1
61	63	0	1	1
62	48	0	1	1
62	98	0	1	1
62	52	1	1	3
63	32	0	1	1
63	38	0	1	1
63	42	0	1	1
63	59	0	1	1
64	67	1	1	3
64	80	0	1	1
64	60	0	1	1
65	40	0	1	1
65	56	0	1	1
66	78	0	1	1
66	61	0	1	1
66	92	0	1	1
66	58	0	2	2
66	66	0	1	1
67	90	1	1	3
67	47	1	1	3
67	40	0	1	1
67	38	0	1	1
68	85	0	1	1
68	68	1	1	3
69	61	0	1	1
69	59	0	1	1
69	61	0	1	1
69	41	1	1	3
70	86	0	1	1
70	36	1	1	3
70	43	0	1	1
70	63	0	1	1
70	80	0	1	1
71	87	0	1	1
71	52	0	1	1
71	29	0	1	1
71	66	1	1	3
71	40	1	2	4
72	56	0	1	1
72	83	0	1	1
72	60	0	1	1
73	49	0	1	1
73	84	0	1	1
73	97	0	1	1
74	95	0	1	1
75	81	0	1	1
75	44	1	1	3
75	68	0	1	1
75	61	0	1	1
76	103	0	2	2
76	27	0	1	1
76	69	0	1	1
76	33	0	1	1
77	57	0	1	1
77	86	0	1	1
77	36	1	1	3
77	43	1	1	3
78	63	0	1	1
78	80	0	2	2
78	87	0	1	1
79	52	0	1	1
79	29	1	1	3
80	56	0	1	1
80	83	0	1	1
80	60	0	1	1
